,ParamList_0,parHinban_0,parKurumaNo_0,parJunsei_0,KurumaInfo_0,CallHinban_0,parType_0,parHMCount_0,parHinmokuNos_0,parMakerNo_0,CallHinban_1,parMakerNos_0,parSyadaiNo_0
73,,,parKurumaNo=116439 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
74,,,parKurumaNo=143744 ,,,,,parHMCount=12 ,parHinmokuNos=1020/1021/1022/1060/1061/1062/1100/1140/1101/1141/1102/1142 ,,,parMakerNos=3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200 ,parSyadaiNo=0
75,,,parKurumaNo=134827 ,,,,,parHMCount=12 ,parHinmokuNos=1020/1021/1022/1060/1061/1062/1100/1140/1101/1141/1102/1142 ,,,parMakerNos=3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200 ,parSyadaiNo=0
76,ParamList=16010/0014// ,,,,KurumaInfo=126787/6/ﾀﾞｲﾊﾂ/34/ﾀﾝﾄ 660 DOHC/16010/0005 0014 0024/DBA-L375S/0712/1010/KFVE/660,,,,,,,,
77,,,parKurumaNo=136799 ,,,,,parHMCount=13 ,parHinmokuNos=1020/1020/1020/1021/1021/1021/1023/1025/1022/1022/1022/1024/1026 ,,,parMakerNos=3200/2260/4060/3200/2260/4060/2260/2260/3200/2260/4060/2260/2260 ,parSyadaiNo=0
78,,,parKurumaNo=136798 ,,,,,parHMCount=13 ,parHinmokuNos=1020/1020/1020/1021/1021/1021/1023/1025/1022/1022/1022/1024/1026 ,,,parMakerNos=3200/2260/4060/3200/2260/4060/2260/2260/3200/2260/4060/2260/2260 ,parSyadaiNo=0
79,,,parKurumaNo=126188 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
80,,,parKurumaNo=126188 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
81,,,parKurumaNo=116440 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
82,,,parKurumaNo=116440 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
83,,,parKurumaNo=116439 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
84,,,parKurumaNo=116439 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
85,ParamList=16294/0036// ,,,,KurumaInfo=136798/1/ﾄﾖﾀ/75/ﾌﾟﾘｳｽ 1800 ﾊｲﾌﾞﾘｯﾄ DOHC/16294/0031-0035 0036 0037-0049 0050-0054/DAA-ZVW30/1112/1511/2ZRFXE/1800,,,,,,,,
86,,parHinban=14182-60B00 ,,parJunsei=0 ,,,,,,parMakerNo=0,,,
87,,,parKurumaNo=126782 ,,,,,parHMCount=28 ,parHinmokuNos=5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020/6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
88,,,parKurumaNo=126782 ,,,,,parHMCount=100 ,parHinmokuNos=1680/2120/2121/2122/2123/2125/2124/2140/2141/2142/1800/1801/1803/1804/1805/1806/1807/1802/2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700 ,,,parMakerNos=2300/2280/2280/2280/2280/2280/2280/2280/2280/2280/4260/4260/4260/4260/4260/4260/4260/4260/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
89,ParamList=15702/0604// ,,,,KurumaInfo=126782/8/ｽｽﾞｷ/20/Kei 660 DOHC ﾀｰﾎﾞ/15702/0604/ABA-HN22S/0705/0910/K6AT/660,,,,,,,,
90,,parHinban=04437-B1082 ,,parJunsei=0 ,,,,,,parMakerNo=0,,,
91,,parHinban=04425-B2111 ,,parJunsei=0 ,,,,,,parMakerNo=0,,,
92,,parHinban=04425-B2220 ,,parJunsei=0 ,,,,,,parMakerNo=0,,,
93,,parHinban=04425-B2210 ,,parJunsei=0 ,,,,,,parMakerNo=0,,,
94,,parHinban=04425-B1120 ,,parJunsei=0 ,,,,,,parMakerNo=0,,,
95,,,parKurumaNo=126188 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
96,,,parKurumaNo=126188 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
97,,,parKurumaNo=116440 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
98,,,parKurumaNo=116440 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
99,,,parKurumaNo=116439 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
100,,,parKurumaNo=116439 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
101,,,parKurumaNo=143744 ,,,,,parHMCount=12 ,parHinmokuNos=3962/3962/3963/3963/4000/4000/4001/4001/4002/4002/4003/4003 ,,,parMakerNos=4360/3600/4360/3600/4360/3600/4360/3600/4360/3600/4360/3600 ,parSyadaiNo=0
102,,,parKurumaNo=143744 ,,,,,parHMCount=100 ,parHinmokuNos=1020/1021/1022/1060/1061/1062/1100/1140/1101/1141/1102/1142/3440/3441/3442/3480/3481/3482/3360/3360/3361/3361/3362/3362/3363/3363/3364/3364/3365/3365/3366/3366/3380/3380/3381/3381/3382/3382/3383/3383/3384/3384/3385/3385/3386/3386/3360/3360/3360/3361/3361/3361/3362/3362/3362/3363/3363/3363/3364/3364/3364/3365/3365/3365/3366/3366/3366/3380/3380/3380/3381/3381/3381/3382/3382/3382/3383/3383/3383/3384/3384/3384/3385/3385/3385/3386/3386/3386/3880/3880/3881/3881/3882/3882/4300/4300/3960/3960/3961/3961 ,,,parMakerNos=3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/1620/1620/1620/1620/1620/1620/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2840/4280/2840/4280/2840/4280/4360/3600/4360/3600/4360/3600 ,parSyadaiNo=0
103,,,parKurumaNo=134827 ,,,,,parHMCount=12 ,parHinmokuNos=3962/3962/3963/3963/4000/4000/4001/4001/4002/4002/4003/4003 ,,,parMakerNos=4360/3600/4360/3600/4360/3600/4360/3600/4360/3600/4360/3600 ,parSyadaiNo=0
104,,,parKurumaNo=134827 ,,,,,parHMCount=100 ,parHinmokuNos=1020/1021/1022/1060/1061/1062/1100/1140/1101/1141/1102/1142/3440/3441/3442/3480/3481/3482/3360/3360/3361/3361/3362/3362/3363/3363/3364/3364/3365/3365/3366/3366/3380/3380/3381/3381/3382/3382/3383/3383/3384/3384/3385/3385/3386/3386/3360/3360/3360/3361/3361/3361/3362/3362/3362/3363/3363/3363/3364/3364/3364/3365/3365/3365/3366/3366/3366/3380/3380/3380/3381/3381/3381/3382/3382/3382/3383/3383/3383/3384/3384/3384/3385/3385/3385/3386/3386/3386/3880/3880/3881/3881/3882/3882/4300/4300/3960/3960/3961/3961 ,,,parMakerNos=3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/3200/1620/1620/1620/1620/1620/1620/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2780/4320/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2800/2820/4340/2840/4280/2840/4280/2840/4280/4360/3600/4360/3600/4360/3600 ,parSyadaiNo=0
105,,,parKurumaNo=139561 ,,,,,parHMCount=1 ,parHinmokuNos=2460 ,,,parMakerNos=2290 ,parSyadaiNo=0
106,,,parKurumaNo=139557 ,,,,,parHMCount=1 ,parHinmokuNos=2460 ,,,parMakerNos=2290 ,parSyadaiNo=0
107,ParamList=15132/0127// ,,,,KurumaInfo=139557/8/ｽｽﾞｷ/22/ｴﾌﾞﾘｨ 660 DOHC/15132/0127/EBD-DA64V/1205/1502/K6A/660,,,,,,,,
108,,,parKurumaNo=126188 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
109,,,parKurumaNo=126188 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
110,,,parKurumaNo=116440 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
111,,,parKurumaNo=116440 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
112,,,parKurumaNo=116439 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
113,,,parKurumaNo=116439 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
114,,,parKurumaNo=126188 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
115,,,parKurumaNo=126188 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
116,,,parKurumaNo=116440 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
117,,,parKurumaNo=116440 ,,,,,parHMCount=100 ,parHinmokuNos=2380/2420/2421/2422/2423/2880/3800/3801/3802/3880/3881/3882/4620/4650/4700/4701/4702/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4983/4984/4985/5020/5060/5061/5062/5101/5160/5220/5221/5222/5260/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5570/5580/5620/5622/5625/5630/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5940/5960/5980/6000/6020 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
118,,,parKurumaNo=116439 ,,,,,parHMCount=10 ,parHinmokuNos=6040/6060/6080/6100/6120/6140/6160/6180/6190/6210 ,,,parMakerNos=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840 ,parSyadaiNo=0
